transaction_item_id,order_id,customer_id,restaurant_name,meal_name,category,rating,review_text,sentiment_label,delivery_time,food_preparation_time,cost_of_the_order,order_date
TI000019,ORD00007,C0094,Pizza Palace,Garlic Bread,Side,3.0,"Typical food, delivery was on schedule.",neutral,43.0,21.0,13.89,2024-03-24
TI000020,ORD00007,C0094,Pizza Palace,Pepsi,Drink,3.0,"Typical food, delivery was on schedule.",neutral,43.0,21.0,13.89,2024-03-24
TI000021,ORD00008,C0137,Pizza Palace,Pepperoni Pizza,Main,5.0,"Fresh ingredients and great presentation, loved it.",positive,30.0,24.0,17.73,2024-05-05
TI000022,ORD00008,C0137,Pizza Palace,Caesar Salad,Side,5.0,"Fresh ingredients and great presentation, loved it.",positive,30.0,24.0,17.73,2024-05-05
TI000023,ORD00008,C0137,Pizza Palace,Pepsi,Drink,5.0,"Fresh ingredients and great presentation, loved it.",positive,30.0,24.0,17.73,2024-05-05
TI000024,ORD00009,C0015,Pasta Point,Fettuccine Alfredo,Main,4.0,"Best meal I've had in a long time, highly recommend!",positive,72.0,11.0,16.08,2024-04-27
TI000025,ORD00009,C0015,Pasta Point,Garlic Bread,Side,4.0,"Best meal I've had in a long time, highly recommend!",positive,72.0,11.0,16.08,2024-04-27
TI000026,ORD00009,C0015,Pasta Point,Coke,Drink,4.0,"Best meal I've had in a long time, highly recommend!",positive,,11.0,16.08,2024-04-27
TI000027,ORD00010,C0081,Pasta Point,Penne Arrabiata,Main,5.0,"Outstanding food, the whole family enjoyed it.",positive,61.0,25.0,12.77,2024-04-18
TI000028,ORD00010,C0081,Pasta Point,Garlic Bread,Side,5.0,"Outstanding food, the whole family enjoyed it.",positive,,25.0,12.77,2024-04-18
TI000029,ORD00011,C0144,Sushi Spot,Dragon Roll,Main,5.0,"Loved every bite, the quality is consistently excellent.",positive,36.0,33.0,19.64,2024-10-02
TI000030,ORD00011,C0144,Sushi Spot,Miso Soup,Side,5.0,"Loved every bite, the quality is consistently excellent.",positive,36.0,33.0,19.64,2024-10-02
TI000031,ORD00011,C0144,Sushi Spot,Edamame,Side,5.0,"Loved every bite, the quality is consistently excellent.",,36.0,33.0,19.64,2024-10-02
TI000032,ORD00012,C0036,Taco Town,Chicken Taco,Main,5.0,,positive,51.0,12.0,10.98,2024-09-17
TI000033,ORD00012,C0036,Taco Town,Guacamole,Side,5.0,"The food arrived hot and fresh, exceeded my expectations.",positive,51.0,12.0,10.98,2024-09-17
TI000034,ORD00012,C0036,Taco Town,Horchata,Drink,5.0,"The food arrived hot and fresh, exceeded my expectations.",positive,51.0,12.0,10.98,2024-09-17
TI000035,ORD00013,C0099,Sushi Spot,Shrimp Tempura,Side,5.0,Highly satisfied with the taste and delivery speed.,positive,58.0,24.0,26.03,2024-07-14
TI000036,ORD00013,C0099,Sushi Spot,Salmon Sushi,Main,5.0,Highly satisfied with the taste and delivery speed.,positive,58.0,24.0,26.03,2024-07-14
TI000037,ORD00013,C0099,Sushi Spot,Green Salad,Side,5.0,Highly satisfied with the taste and delivery speed.,positive,58.0,24.0,26.03,2024-07-14
TI000038,ORD00014,C0138,Burger Barn,Double Burger,Main,3.0,"It was fine, delivery was a little late though.",neutral,69.0,30.0,11.66,2024-05-16
TI000039,ORD00014,C0138,Burger Barn,Fries,Side,3.0,"It was fine, delivery was a little late though.",neutral,69.0,30.0,11.66,2024-05-16
TI000040,ORD00015,C0068,Salad Station,Greek Salad,Side,2.0,Terrible! Food smelled off and delivery was over an hour late.,negative,68.0,15.0,10.5,2024-09-13
TI000041,ORD00015,C0068,Salad Station,Smoothie,Drink,2.0,Terrible! Food smelled off and delivery was over an hour late.,negative,68.0,15.0,10.5,2024-09-13
TI000042,ORD00016,C0040,Wrap World,Falafel Wrap,Main,5.0,Perfect meal for a cozy evening at home.,positive,68.0,15.0,10.56,2024-07-10
TI000043,ORD00016,C0040,Wrap World,Fries,Side,5.0,Perfect meal for a cozy evening at home.,positive,68.0,15.0,10.56,2024-07-10
TI000044,ORD00017,C0005,Burger Barn,Burger,Main,2.0,"The worst delivery experience, food was inedible.",negative,43.0,35.0,10.1,2024-02-27
TI000045,ORD00017,C0005,Burger Barn,Onion Rings,Side,2.0,"The worst delivery experience, food was inedible.",negative,43.0,35.0,10.1,2024-02-27
TI000046,ORD00018,C0018,Pizza Palace,Margherita Pizza,Main,4.0,Perfect meal for a cozy evening at home.,positive,69.0,,11.24,2024-09-29
TI000047,ORD00018,C0018,Pizza Palace,Pepsi,Drink,4.0,Perfect meal for a cozy evening at home.,positive,69.0,14.0,11.24,2024-09-29
TI000048,ORD00019,C0109,Sushi Spot,Dragon Roll,Main,,"Decent food, portions could be a bit larger.",neutral,54.0,34.0,17.44,2024-04-18
TI000049,ORD00019,C0109,Sushi Spot,Miso Soup,Side,3.0,"Decent food, portions could be a bit larger.",neutral,54.0,34.0,17.44,2024-04-18
TI000050,ORD00020,C0133,Noodle Nest,Udon,Main,4.0,"Excellent taste and fast delivery, very satisfied!",positive,27.0,17.0,17.42,2024-08-19
TI000051,ORD00020,C0133,Noodle Nest,Spring Rolls,Side,4.0,"Excellent taste and fast delivery, very satisfied!",positive,27.0,17.0,17.42,2024-08-19
TI000052,ORD00020,C0133,Noodle Nest,Jasmine Tea,Drink,4.0,"Excellent taste and fast delivery, very satisfied!",positive,27.0,17.0,17.42,2024-08-19
TI000053,ORD00021,C0019,Pasta Point,Penne Arrabiata,Main,5.0,Highly satisfied with the taste and delivery speed.,positive,60.0,11.0,12.44,2024-12-28
TI000054,ORD00021,C0019,Pasta Point,Garlic Bread,Side,5.0,Highly satisfied with the taste and delivery speed.,positive,60.0,11.0,12.44,2024-12-28
TI000055,ORD00022,C0072,Taco Town,Beef Taco,Main,5.0,"Wonderful experience, the food was restaurant-quality.",positive,51.0,16.0,13.05,2024-12-08
TI000056,ORD00022,C0072,Taco Town,Nachos,Side,5.0,"Wonderful experience, the food was restaurant-quality.",positive,51.0,16.0,13.05,2024-12-08
TI000057,ORD00022,C0072,Taco Town,Horchata,Drink,5.0,"Wonderful experience, the food was restaurant-quality.",positive,51.0,16.0,13.05,2024-12-08
TI000058,ORD00023,C0105,Salad Station,Caesar Salad,Side,4.0,"Loved every bite, the quality is consistently excellent.",positive,26.0,13.0,13.3,2024-04-07
TI000059,ORD00023,C0105,Salad Station,Avocado Toast,Main,4.0,"Loved every bite, the quality is consistently excellent.",positive,26.0,13.0,13.3,2024-04-07
TI000060,ORD00024,C0026,Salad Station,Greek Salad,Side,5.0,"Amazing flavors, perfectly seasoned. Five stars!",positive,45.0,33.0,10.16,2024-02-01
TI000061,ORD00024,C0026,Salad Station,Smoothie,Drink,5.0,"Amazing flavors, perfectly seasoned. Five stars!",,45.0,33.0,10.16,2024-02-01
TI000062,ORD00025,C0036,Pasta Point,Penne Arrabiata,Main,5.0,"Best meal I've had in a long time, highly recommend!",positive,31.0,18.0,14.91,2024-08-04
TI000063,ORD00025,C0036,Pasta Point,Tiramisu,Dessert,5.0,"Best meal I've had in a long time, highly recommend!",positive,31.0,18.0,14.91,2024-08-04
TI000064,ORD00026,C0139,Salad Station,Quinoa Bowl,Main,3.0,"Arrived on time, food was mediocre.",neutral,25.0,34.0,14.18,2024-01-08
TI000065,ORD00026,C0139,Salad Station,Green Salad,Side,3.0,"Arrived on time, food was mediocre.",neutral,25.0,,14.18,2024-01-08
TI000066,ORD00027,C0016,Salad Station,Caesar Salad,Side,3.0,"Arrived on time, food was mediocre.",neutral,44.0,10.0,13.95,2024-03-25
TI000067,ORD00027,C0016,Salad Station,Avocado Toast,Main,3.0,"Arrived on time, food was mediocre.",neutral,44.0,10.0,13.95,2024-03-25
TI000068,ORD00028,C0143,Wrap World,Chicken Wrap,Main,3.0,"Food was okay, nothing too special but decent.",neutral,65.0,25.0,12.28,2024-12-04
TI000069,ORD00028,C0143,Wrap World,Coleslaw,Side,3.0,"Food was okay, nothing too special but decent.",neutral,65.0,25.0,12.28,2024-12-04
TI000070,ORD00028,C0143,Wrap World,Lemonade,Drink,3.0,"Food was okay, nothing too special but decent.",neutral,65.0,25.0,12.28,2024-12-04
TI000071,ORD00029,C0013,Burger Barn,Double Burger,Main,4.0,Absolutely delicious! Will definitely order again.,positive,50.0,26.0,12.82,2024-10-26
TI000072,ORD00029,C0013,Burger Barn,Fries,Side,4.0,Absolutely delicious! Will definitely order again.,positive,50.0,26.0,12.82,2024-10-26
TI000073,ORD00030,C0061,Pizza Palace,Pepperoni Pizza,Main,4.0,"Excellent taste and fast delivery, very satisfied!",positive,27.0,28.0,23.95,2024-07-25
TI000074,ORD00030,C0061,Pizza Palace,Pepsi,Drink,4.0,"Excellent taste and fast delivery, very satisfied!",positive,27.0,28.0,23.95,2024-07-25
TI000075,ORD00030,C0061,Pizza Palace,Garlic Bread,Side,4.0,"Excellent taste and fast delivery, very satisfied!",positive,27.0,28.0,23.95,2024-07-25
TI000076,ORD00030,C0061,Pizza Palace,Margherita Pizza,Main,,"Excellent taste and fast delivery, very satisfied!",positive,,28.0,23.95,2024-07-25
TI000077,ORD00031,C0145,Pizza Palace,Margherita Pizza,Main,5.0,"Amazing flavors, perfectly seasoned. Five stars!",positive,40.0,18.0,13.88,2024-09-24
TI000078,ORD00031,C0145,Pizza Palace,Garlic Bread,Side,,"Amazing flavors, perfectly seasoned. Five stars!",positive,40.0,18.0,13.88,2024-09-24
TI000079,ORD00031,C0145,Pizza Palace,Pepsi,Drink,5.0,"Amazing flavors, perfectly seasoned. Five stars!",,40.0,18.0,13.88,2024-09-24
TI000080,ORD00032,C0077,Wrap World,Chicken Wrap,Main,1.0,"The worst delivery experience, food was inedible.",negative,40.0,34.0,13.84,2024-08-22
TI000081,ORD00032,C0077,Wrap World,Coleslaw,Side,1.0,"The worst delivery experience, food was inedible.",negative,40.0,34.0,13.84,2024-08-22
TI000082,ORD00032,C0077,Wrap World,Lemonade,Drink,1.0,"The worst delivery experience, food was inedible.",negative,40.0,34.0,13.84,2024-08-22
TI000083,ORD00033,C0130,Pizza Palace,Margherita Pizza,Main,5.0,Great portion size and incredibly tasty.,positive,28.0,21.0,12.74,2024-05-15
TI000084,ORD00033,C0130,Pizza Palace,Pepsi,Drink,5.0,Great portion size and incredibly tasty.,positive,28.0,21.0,12.74,2024-05-15
TI000085,ORD00034,C0140,Wrap World,Falafel Wrap,Main,5.0,Perfect meal for a cozy evening at home.,positive,39.0,,11.45,2024-12-26
TI000086,ORD00034,C0140,Wrap World,Coleslaw,Side,5.0,Perfect meal for a cozy evening at home.,positive,39.0,29.0,11.45,2024-12-26
TI000087,ORD00035,C0077,Burger Barn,Double Burger,Main,5.0,,positive,26.0,,11.51,2024-12-05
TI000088,ORD00035,C0077,Burger Barn,Fries,Side,5.0,Superb quality! The meal was warm and delicious.,positive,26.0,,11.51,2024-12-05
TI000089,ORD00036,C0054,Sushi Spot,Dragon Roll,Main,3.0,"Arrived on time, food was mediocre.",neutral,33.0,31.0,17.25,2024-06-24
TI000090,ORD00036,C0054,Sushi Spot,Miso Soup,Side,3.0,,neutral,33.0,31.0,17.25,2024-06-24
TI000091,ORD00037,C0071,Wrap World,Chicken Wrap,Main,4.0,Quick delivery and the food tasted fantastic!,positive,20.0,20.0,13.51,2024-01-23
TI000092,ORD00037,C0071,Wrap World,Fries,Side,4.0,Quick delivery and the food tasted fantastic!,,20.0,20.0,13.51,2024-01-23
TI000093,ORD00037,C0071,Wrap World,Lemonade,Drink,4.0,Quick delivery and the food tasted fantastic!,positive,20.0,20.0,13.51,2024-01-23
TI000094,ORD00038,C0110,Sushi Spot,Shrimp Tempura,Side,,"Wonderful experience, the food was restaurant-quality.",positive,20.0,13.0,25.12,2024-10-14
TI000095,ORD00038,C0110,Sushi Spot,Salmon Sushi,Main,5.0,"Wonderful experience, the food was restaurant-quality.",positive,20.0,13.0,25.12,2024-10-14
TI000096,ORD00038,C0110,Sushi Spot,Green Salad,Side,5.0,"Wonderful experience, the food was restaurant-quality.",positive,20.0,13.0,25.12,2024-10-14
TI000097,ORD00039,C0150,Sushi Spot,Tuna Roll,Main,4.0,"Wonderful experience, the food was restaurant-quality.",positive,29.0,23.0,35.21,2024-10-09
TI000098,ORD00039,C0150,Sushi Spot,Dragon Roll,Main,4.0,"Wonderful experience, the food was restaurant-quality.",positive,29.0,23.0,35.21,2024-10-09
TI000099,ORD00039,C0150,Sushi Spot,Edamame,Side,4.0,"Wonderful experience, the food was restaurant-quality.",positive,29.0,23.0,35.21,2024-10-09
TI000100,ORD00039,C0150,Sushi Spot,Shrimp Tempura,Side,4.0,"Wonderful experience, the food was restaurant-quality.",positive,29.0,23.0,35.21,2024-10-09
TI000101,ORD00040,C0064,Burger Barn,Veggie Burger,Main,5.0,"Loved every bite, the quality is consistently excellent.",,,21.0,13.03,2024-12-07
TI000102,ORD00040,C0064,Burger Barn,Onion Rings,Side,5.0,"Loved every bite, the quality is consistently excellent.",positive,26.0,21.0,13.03,2024-12-07
TI000103,ORD00040,C0064,Burger Barn,Coke,Drink,5.0,"Loved every bite, the quality is consistently excellent.",positive,26.0,21.0,13.03,2024-12-07
TI000104,ORD00041,C0046,Sushi Spot,Tuna Roll,Main,4.0,"Wonderful experience, the food was restaurant-quality.",positive,21.0,15.0,17.94,2024-07-30
TI000105,ORD00041,C0046,Sushi Spot,Edamame,Side,4.0,,positive,21.0,15.0,17.94,2024-07-30
TI000106,ORD00041,C0046,Sushi Spot,Miso Soup,Side,,"Wonderful experience, the food was restaurant-quality.",positive,21.0,15.0,17.94,2024-07-30
TI000107,ORD00042,C0028,Noodle Nest,Pad Thai,Main,3.0,"Arrived on time, food was mediocre.",neutral,75.0,11.0,17.7,2024-07-14
TI000108,ORD00042,C0028,Noodle Nest,Dumpling,Side,3.0,"Arrived on time, food was mediocre.",,75.0,11.0,17.7,2024-07-14
TI000109,ORD00043,C0059,Taco Town,Fish Taco,Main,,Highly satisfied with the taste and delivery speed.,positive,21.0,31.0,10.37,2024-04-24
TI000110,ORD00043,C0059,Taco Town,Nachos,Side,4.0,,positive,21.0,31.0,10.37,2024-04-24
TI000111,ORD00044,C0131,Pizza Palace,BBQ Chicken Pizza,Main,1.0,"Disappointing quality, not worth the price at all.",negative,63.0,27.0,16.64,2024-07-23
TI000112,ORD00044,C0131,Pizza Palace,Caesar Salad,Side,1.0,,negative,63.0,27.0,16.64,2024-07-23
TI000113,ORD00045,C0068,Sushi Spot,Tuna Roll,Main,5.0,Great portion size and incredibly tasty.,positive,26.0,29.0,26.84,2024-01-20
TI000114,ORD00045,C0068,Sushi Spot,Dragon Roll,Main,5.0,Great portion size and incredibly tasty.,positive,26.0,29.0,26.84,2024-01-20
TI000115,ORD00045,C0068,Sushi Spot,Edamame,Side,5.0,Great portion size and incredibly tasty.,positive,26.0,29.0,26.84,2024-01-20
TI000116,ORD00046,C0030,Noodle Nest,Pad Thai,Main,5.0,Absolutely delicious! Will definitely order again.,positive,56.0,,15.99,2024-07-16
TI000117,ORD00046,C0030,Noodle Nest,Spring Rolls,Side,5.0,Absolutely delicious! Will definitely order again.,,56.0,16.0,15.99,2024-07-16
TI000118,ORD00047,C0085,Pasta Point,Fettuccine Alfredo,Main,,Quick delivery and the food tasted fantastic!,positive,40.0,31.0,16.17,2024-11-15
TI000119,ORD00047,C0085,Pasta Point,Garlic Bread,Side,5.0,,positive,40.0,31.0,16.17,2024-11-15
TI000120,ORD00047,C0085,Pasta Point,Coke,Drink,5.0,,positive,40.0,31.0,16.17,2024-11-15
TI000121,ORD00048,C0076,Wrap World,Chicken Wrap,Main,5.0,"Fresh ingredients and great presentation, loved it.",positive,28.0,16.0,12.81,2024-10-10
TI000122,ORD00048,C0076,Wrap World,Coleslaw,Side,5.0,"Fresh ingredients and great presentation, loved it.",positive,28.0,16.0,12.81,2024-10-10
TI000123,ORD00048,C0076,Wrap World,Lemonade,Drink,5.0,"Fresh ingredients and great presentation, loved it.",positive,28.0,16.0,12.81,2024-10-10
TI000124,ORD00049,C0104,Sushi Spot,Tuna Roll,Main,3.0,"Not bad, not great, just an ordinary meal.",neutral,73.0,10.0,26.58,2024-10-07
TI000125,ORD00049,C0104,Sushi Spot,Dragon Roll,Main,3.0,"Not bad, not great, just an ordinary meal.",neutral,73.0,10.0,26.58,2024-10-07
TI000126,ORD00049,C0104,Sushi Spot,Edamame,Side,3.0,"Not bad, not great, just an ordinary meal.",neutral,73.0,10.0,26.58,2024-10-07
TI000127,ORD00050,C0055,Taco Town,Beef Taco,Main,5.0,"The food arrived hot and fresh, exceeded my expectations.",positive,50.0,35.0,12.77,2024-09-18
TI000128,ORD00050,C0055,Taco Town,Chicken Taco,Main,5.0,"The food arrived hot and fresh, exceeded my expectations.",positive,50.0,35.0,12.77,2024-09-18
TI000129,ORD00050,C0055,Taco Town,Guacamole,Side,5.0,"The food arrived hot and fresh, exceeded my expectations.",positive,50.0,35.0,12.77,2024-09-18
TI000130,ORD00051,C0086,Pizza Palace,BBQ Chicken Pizza,Main,4.0,So good I ordered again the next day!,positive,72.0,34.0,16.45,2024-02-17
TI000131,ORD00051,C0086,Pizza Palace,Caesar Salad,Side,4.0,So good I ordered again the next day!,positive,72.0,34.0,16.45,2024-02-17
TI000132,ORD00052,C0122,Pasta Point,Penne Arrabiata,Main,4.0,"Fresh ingredients and great presentation, loved it.",positive,74.0,34.0,14.13,2024-11-08
TI000133,ORD00052,C0122,Pasta Point,Tiramisu,Dessert,4.0,"Fresh ingredients and great presentation, loved it.",positive,74.0,34.0,14.13,2024-11-08
TI000134,ORD00053,C0063,Pasta Point,Spaghetti Carbonara,Main,5.0,So good I ordered again the next day!,positive,61.0,32.0,14.99,2024-03-16
TI000135,ORD00053,C0063,Pasta Point,Caesar Salad,Side,5.0,So good I ordered again the next day!,positive,61.0,32.0,14.99,2024-03-16
TI000136,ORD00054,C0133,Pizza Palace,Margherita Pizza,Main,5.0,"Outstanding food, the whole family enjoyed it.",positive,23.0,27.0,13.97,2024-08-25
TI000137,ORD00054,C0133,Pizza Palace,Garlic Bread,Side,5.0,"Outstanding food, the whole family enjoyed it.",positive,23.0,27.0,13.97,2024-08-25
TI000138,ORD00054,C0133,Pizza Palace,Pepsi,Drink,5.0,"Outstanding food, the whole family enjoyed it.",positive,23.0,27.0,13.97,2024-08-25
TI000139,ORD00055,C0144,Sushi Spot,Shrimp Tempura,Side,4.0,Superb quality! The meal was warm and delicious.,positive,,34.0,26.75,2024-10-31
TI000140,ORD00055,C0144,Sushi Spot,Salmon Sushi,Main,4.0,Superb quality! The meal was warm and delicious.,,40.0,34.0,26.75,2024-10-31
TI000141,ORD00055,C0144,Sushi Spot,Green Salad,Side,4.0,Superb quality! The meal was warm and delicious.,positive,40.0,34.0,26.75,2024-10-31
TI000142,ORD00056,C0041,Noodle Nest,Pad Thai,Main,5.0,Quick delivery and the food tasted fantastic!,positive,48.0,,16.98,2024-08-31
TI000143,ORD00056,C0041,Noodle Nest,Spring Rolls,Side,5.0,,,48.0,18.0,16.98,2024-08-31
TI000144,ORD00057,C0020,Salad Station,Caesar Salad,Side,4.0,,positive,38.0,17.0,12.52,2024-12-31
TI000145,ORD00057,C0020,Salad Station,Avocado Toast,Main,4.0,Perfect meal for a cozy evening at home.,positive,38.0,17.0,12.52,2024-12-31
TI000146,ORD00058,C0040,Pizza Palace,Pepperoni Pizza,Main,4.0,"Outstanding food, the whole family enjoyed it.",positive,33.0,12.0,15.3,2024-12-27
TI000147,ORD00058,C0040,Pizza Palace,Pepsi,Drink,4.0,"Outstanding food, the whole family enjoyed it.",positive,33.0,12.0,15.3,2024-12-27
TI000148,ORD00058,C0040,Pizza Palace,Garlic Bread,Side,4.0,"Outstanding food, the whole family enjoyed it.",positive,33.0,12.0,15.3,2024-12-27
TI000149,ORD00059,C0108,Noodle Nest,Ramen,Main,1.0,"The worst delivery experience, food was inedible.",negative,69.0,28.0,20.36,2024-07-18
TI000150,ORD00059,C0108,Noodle Nest,Spring Rolls,Side,,"The worst delivery experience, food was inedible.",negative,69.0,28.0,20.36,2024-07-18
TI000151,ORD00059,C0108,Noodle Nest,Jasmine Tea,Drink,1.0,"The worst delivery experience, food was inedible.",negative,69.0,28.0,20.36,2024-07-18
TI000152,ORD00060,C0077,Noodle Nest,Ramen,Main,5.0,So good I ordered again the next day!,positive,74.0,23.0,29.54,2024-07-18
TI000153,ORD00060,C0077,Noodle Nest,Dumpling,Side,5.0,So good I ordered again the next day!,positive,74.0,23.0,29.54,2024-07-18
TI000154,ORD00060,C0077,Noodle Nest,Jasmine Tea,Drink,5.0,So good I ordered again the next day!,positive,74.0,23.0,29.54,2024-07-18
TI000155,ORD00060,C0077,Noodle Nest,Udon,Main,5.0,So good I ordered again the next day!,,74.0,23.0,29.54,2024-07-18
TI000156,ORD00061,C0112,Pasta Point,Spaghetti Carbonara,Main,5.0,"Loved every bite, the quality is consistently excellent.",positive,21.0,22.0,15.65,2024-09-05
TI000157,ORD00061,C0112,Pasta Point,Caesar Salad,Side,5.0,"Loved every bite, the quality is consistently excellent.",positive,21.0,22.0,15.65,2024-09-05
TI000158,ORD00062,C0137,Sushi Spot,Shrimp Tempura,Side,1.0,Terrible! Food smelled off and delivery was over an hour late.,negative,45.0,28.0,26.1,2024-01-14
TI000159,ORD00062,C0137,Sushi Spot,Salmon Sushi,Main,1.0,Terrible! Food smelled off and delivery was over an hour late.,negative,45.0,28.0,26.1,2024-01-14
TI000160,ORD00062,C0137,Sushi Spot,Green Salad,Side,1.0,Terrible! Food smelled off and delivery was over an hour late.,negative,45.0,28.0,26.1,2024-01-14
TI000161,ORD00063,C0047,Noodle Nest,Pad Thai,Main,4.0,Great portion size and incredibly tasty.,positive,36.0,22.0,16.63,2024-01-26
TI000162,ORD00063,C0047,Noodle Nest,Dumpling,Side,4.0,Great portion size and incredibly tasty.,positive,,22.0,16.63,2024-01-26
TI000163,ORD00064,C0108,Noodle Nest,Udon,Main,5.0,Absolutely delicious! Will definitely order again.,positive,73.0,12.0,17.91,2024-05-09
TI000164,ORD00064,C0108,Noodle Nest,Spring Rolls,Side,5.0,Absolutely delicious! Will definitely order again.,,73.0,12.0,17.91,2024-05-09
TI000165,ORD00064,C0108,Noodle Nest,Jasmine Tea,Drink,5.0,Absolutely delicious! Will definitely order again.,positive,73.0,12.0,17.91,2024-05-09
TI000166,ORD00065,C0011,Taco Town,Chicken Taco,Main,4.0,"Amazing flavors, perfectly seasoned. Five stars!",positive,35.0,16.0,11.15,2024-01-16
TI000167,ORD00065,C0011,Taco Town,Guacamole,Side,4.0,"Amazing flavors, perfectly seasoned. Five stars!",positive,35.0,16.0,11.15,2024-01-16
TI000168,ORD00065,C0011,Taco Town,Horchata,Drink,4.0,"Amazing flavors, perfectly seasoned. Five stars!",positive,35.0,16.0,11.15,2024-01-16
TI000169,ORD00066,C0145,Sushi Spot,Shrimp Tempura,Side,4.0,"Excellent taste and fast delivery, very satisfied!",positive,49.0,32.0,25.48,2024-04-21
TI000170,ORD00066,C0145,Sushi Spot,Salmon Sushi,Main,4.0,"Excellent taste and fast delivery, very satisfied!",positive,49.0,,25.48,2024-04-21
TI000171,ORD00066,C0145,Sushi Spot,Green Salad,Side,4.0,"Excellent taste and fast delivery, very satisfied!",positive,49.0,,25.48,2024-04-21
TI000172,ORD00067,C0028,Pizza Palace,Pepperoni Pizza,Main,5.0,"Loved every bite, the quality is consistently excellent.",positive,,19.0,15.62,2024-10-23
TI000173,ORD00067,C0028,Pizza Palace,Pepsi,Drink,5.0,"Loved every bite, the quality is consistently excellent.",,,19.0,15.62,2024-10-23
TI000174,ORD00067,C0028,Pizza Palace,Garlic Bread,Side,5.0,,positive,21.0,19.0,15.62,2024-10-23
TI000175,ORD00068,C0063,Noodle Nest,Pad Thai,Main,5.0,So good I ordered again the next day!,positive,64.0,34.0,18.57,2024-02-22
TI000176,ORD00068,C0063,Noodle Nest,Dumpling,Side,5.0,So good I ordered again the next day!,positive,64.0,34.0,18.57,2024-02-22
TI000177,ORD00068,C0063,Noodle Nest,Jasmine Tea,Drink,5.0,So good I ordered again the next day!,,64.0,34.0,18.57,2024-02-22
TI000178,ORD00069,C0089,Pizza Palace,Pepperoni Pizza,Main,4.0,Great portion size and incredibly tasty.,positive,47.0,31.0,17.71,2024-09-29
TI000179,ORD00069,C0089,Pizza Palace,Caesar Salad,Side,4.0,Great portion size and incredibly tasty.,positive,47.0,,17.71,2024-09-29
TI000180,ORD00069,C0089,Pizza Palace,Pepsi,Drink,4.0,Great portion size and incredibly tasty.,positive,47.0,31.0,17.71,2024-09-29
TI000181,ORD00070,C0028,Burger Barn,Chicken Strips,Side,4.0,"The food arrived hot and fresh, exceeded my expectations.",positive,43.0,30.0,11.25,2024-08-09
TI000182,ORD00070,C0028,Burger Barn,Fries,Side,4.0,"The food arrived hot and fresh, exceeded my expectations.",positive,,30.0,11.25,2024-08-09
TI000183,ORD00070,C0028,Burger Barn,Coke,Drink,4.0,"The food arrived hot and fresh, exceeded my expectations.",positive,43.0,30.0,11.25,2024-08-09
TI000184,ORD00071,C0070,Noodle Nest,Pad Thai,Main,4.0,Highly satisfied with the taste and delivery speed.,positive,71.0,27.0,17.53,2024-11-11
TI000185,ORD00071,C0070,Noodle Nest,Dumpling,Side,4.0,Highly satisfied with the taste and delivery speed.,positive,71.0,,17.53,2024-11-11
TI000186,ORD00072,C0023,Wrap World,Beef Wrap,Main,4.0,"Fresh ingredients and great presentation, loved it.",positive,48.0,17.0,13.47,2024-05-22
TI000187,ORD00072,C0023,Wrap World,Fries,Side,4.0,"Fresh ingredients and great presentation, loved it.",positive,48.0,17.0,13.47,2024-05-22
TI000188,ORD00072,C0023,Wrap World,Coke,Drink,4.0,"Fresh ingredients and great presentation, loved it.",positive,48.0,17.0,13.47,2024-05-22
TI000189,ORD00073,C0047,Noodle Nest,Udon,Main,4.0,"Wonderful experience, the food was restaurant-quality.",positive,33.0,21.0,18.57,2024-09-06
TI000190,ORD00073,C0047,Noodle Nest,Spring Rolls,Side,4.0,"Wonderful experience, the food was restaurant-quality.",positive,33.0,21.0,18.57,2024-09-06
TI000191,ORD00073,C0047,Noodle Nest,Jasmine Tea,Drink,4.0,"Wonderful experience, the food was restaurant-quality.",positive,,21.0,18.57,2024-09-06
TI000192,ORD00074,C0022,Wrap World,Falafel Wrap,Main,5.0,Superb quality! The meal was warm and delicious.,positive,66.0,23.0,10.46,2024-05-03
TI000193,ORD00074,C0022,Wrap World,Fries,Side,5.0,Superb quality! The meal was warm and delicious.,positive,66.0,23.0,10.46,2024-05-03
TI000194,ORD00075,C0005,Salad Station,Greek Salad,Side,3.0,"Typical food, delivery was on schedule.",neutral,38.0,17.0,16.78,2024-02-17
TI000195,ORD00075,C0005,Salad Station,Avocado Toast,Main,3.0,"Typical food, delivery was on schedule.",neutral,38.0,17.0,16.78,2024-02-17
TI000196,ORD00075,C0005,Salad Station,Smoothie,Drink,3.0,"Typical food, delivery was on schedule.",neutral,38.0,17.0,16.78,2024-02-17
TI000197,ORD00076,C0089,Taco Town,Beef Taco,Main,5.0,Quick delivery and the food tasted fantastic!,positive,67.0,27.0,11.63,2024-08-05
TI000198,ORD00076,C0089,Taco Town,Chicken Taco,Main,5.0,Quick delivery and the food tasted fantastic!,positive,67.0,27.0,11.63,2024-08-05
TI000199,ORD00076,C0089,Taco Town,Guacamole,Side,5.0,Quick delivery and the food tasted fantastic!,positive,67.0,27.0,11.63,2024-08-05
TI000200,ORD00077,C0050,Wrap World,Beef Wrap,Main,5.0,"The food arrived hot and fresh, exceeded my expectations.",positive,,33.0,13.04,2024-06-10
TI000201,ORD00077,C0050,Wrap World,Fries,Side,5.0,"The food arrived hot and fresh, exceeded my expectations.",positive,,33.0,13.04,2024-06-10
